Section,Programme,English title,Episodes,Latest episode,Plays outside Portugal,Description (PT),Description (EN),Link
Magazines & reportage,A Essência,The Essence,12+,15 mar. 2025,yes,O vinho português e o seu mercado…,Portuguese wine and its market…,https://www.rtp.pt/play/p13014/e836490/a-essencia
Magazines & reportage,ABC Direito Europa,ABC of European Law,12+,25 ago. 2024,yes,"Na 3ª temporada, o ""ABC Direito"" tem como objetivo informar os cidadãos sobre os seus direitos e responsabilidades ao abrigo da legislação europeia…","In its 3rd season, ""ABC Direito"" aims to inform citizens about their rights and responsibilities under European legislation…",https://www.rtp.pt/play/p12777/e790695/abc-direito-europa
Magazines & reportage,Termas no Centro de Si,Spas at the Centre of Yourself,2,21 jul. 2024,yes,A sua saúde e bem-estar passam pelas termas. Deslumbre-se com o poder revigorante da água mineral natural e embarque numa viagem de quat…,Your health and well-being run through the spas. Marvel at the invigorating power of natural mineral water and set off on a journey of fou…,https://www.rtp.pt/play/p1700/e784669/termas-no-centro-de-si
Magazines & reportage,Seara Vermelha - A Ceifeira de Baleizão,Red Harvest - The Reaper of Baleizão,1,17 mai. 2024,yes,Um documentário de José Manuel Portugal sobre Catarina Eufémia…,A documentary by José Manuel Portugal about Catarina Eufémia…,https://www.rtp.pt/play/p13401/e770189/seara-vermelha-a-ceifeira-de-baleizao
Magazines & reportage,Uma Primavera Portuguesa,A Portuguese Spring,1,10 mai. 2024,yes,Documentário com imagens inéditas da televisão leste-alemã em 1974…,A documentary with previously unseen footage from East German television in 1974…,https://www.rtp.pt/play/p13427/e768928/uma-primavera-portuguesa
Magazines & reportage,Longe de Cabul,Far from Kabul,1,20 dez. 2023,yes,A história de jovens músicos afegãos exilados em Portugal…,The story of young Afghan musicians exiled in Portugal…,https://www.rtp.pt/play/p12583/e736439/longe-de-cabul
Magazines & reportage,Mythos,Mythos,12+,21 mai. 2023,yes,Série com autoria e apresentação de José Pedro Serra sobre os grandes mitos da tradição clássica…,A series written and presented by José Pedro Serra about the great myths of the classical tradition…,https://www.rtp.pt/play/p10954/e693331/mythos
Magazines & reportage,Parlamento Europeu - Ideias Feitas e Desfeitas,European Parliament - Myths Made and Busted,12+,01 mar. 2023,yes,O Parlamento Europeu desmistificado e explicado…,The European Parliament demystified and explained…,https://www.rtp.pt/play/p5703/e675511/parlamento-europeu-ideias-feitas-desfeitas
Magazines & reportage,Novo Mundo Digital,New Digital World,12+,25 dez. 2022,yes,O público de televisão e Internet num só canal…,The television and internet audience in a single channel…,https://www.rtp.pt/play/p6756/e661722/novo-mundo-digital
Magazines & reportage,Os Pastores do Deserto,The Desert Herders,1,07 set. 2021,yes,Conheça a história e os hábitos de um povo único do Namibe: os Mucubais.,Discover the history and the customs of a unique people of the Namibe: the Mucubal.,https://www.rtp.pt/play/p7417/e566274/os-pastores-do-deserto
Magazines & reportage,O Que Ficará dos Fundos Europeus,What Will Remain of the European Funds,2,15 jul. 2021,yes,Até ao final desta década vamos receber a maior vaga de fundos de sempre. Saberemos aplicá-las de forma a inverter a tendência de fraco crescimento?,By the end of this decade we will receive the largest wave of funding ever. Will we know how to use it in a way that reverses the trend of weak growth?,https://www.rtp.pt/play/p9063/e558213/o-que-ficara-dos-fundos-europeus
Magazines & reportage,Salvador - Podias Ser Tu,Salvador - It Could Be You,3,21 jun. 2021,yes,Série de 13 programas tratando a temática da deficiência.,A series of 13 programmes dealing with the subject of disability.,https://www.rtp.pt/play/p8961/e552643/salvador-podias-ser-tu
Magazines & reportage,Sem Fronteiras,Without Borders,12+,04 abr. 2021,yes,Galiza e Portugal nunca estiveram tão unidos…,Galicia and Portugal have never been so closely united…,https://www.rtp.pt/play/p8373/e535029/sem-fronteiras
Magazines & reportage,Um Dia Num Ano de Pandemia,A Day in a Year of Pandemic,1,16 mar. 2021,yes,A vida em confinamento durante um ano de pandemia…,Life in lockdown during a year of the pandemic…,https://www.rtp.pt/play/p8622/e531378/edicao-especial-um-dia-num-ano-de-pandemia
Magazines & reportage,Fernão de Magalhães 2020,Ferdinand Magellan 2020,3,15 mar. 2021,yes,Comemorações dos 500 anos da viagem de circum-navegação de Fernão de Magalhães…,Commemorations of the 500th anniversary of Ferdinand Magellan's circumnavigation voyage…,https://www.rtp.pt/play/p8508/e530825/fernao-de-magalhaes-2020
Magazines & reportage,Histórias de Mar,Stories of the Sea,12+,02 nov. 2020,yes,"Deixe-se guiar pela arte e conhecimento das comunidades piscatórias da Península de Setúbal, para conhecer a relação entre o Homem e o Mar.","Let yourself be guided by the skill and knowledge of the fishing communities of the Setúbal Peninsula, to learn about the relationship between Man and the Sea.",https://www.rtp.pt/play/p1803/e503134/historias-de-mar
Magazines & reportage,"Nós, Portugueses - Partir Para Não Chegar","We, the Portuguese - Leaving Without Arriving",2,09 out. 2020,yes,As desigualdades económicas e sociais de Portugal…,The economic and social inequalities of Portugal…,https://www.rtp.pt/play/p7777/e866686/nos-portugueses-partir-para-nao-chegar
Magazines & reportage,À Roda da Alimentação,All About Food,12+,21 dez. 2019,yes,"Todos juntos, vamos andar à Roda da Alimentação!","All together, let's go round the Food Wheel!",https://www.rtp.pt/play/p5446/e446527/a-roda-da-alimentacao
Magazines & reportage,Teorias da Conspiração,Conspiracy Theories,12+,24 mai. 2019,yes,"Podia ser verdade, mas é tudo ficção…","It could be true, but it is all fiction…",https://www.rtp.pt/play/p5421/e408765/teorias-da-conspiracao
Magazines & reportage,Ruas com História e Memória,Streets with History and Memory,12+,13 mai. 2019,no,"Ao longo de 13 episódios vamos descobrir a origem dos nomes, tipicidades e curiosidades das ruas, avenidas e becos de Portugal…","Over 13 episodes we are going to discover the origin of the names, the distinctive features and the curious facts about the streets, avenues and alleyways of Portugal…",https://www.rtp.pt/play/p5726/e406431/ruas-com-historia-memoria
Magazines & reportage,A Imagem de Abril,The Image of April,1,24 abr. 2019,yes,O 25 de abril pelo olhar do fotógrafo Alfredo Cunha…,The 25th of April through the eyes of the photographer Alfredo Cunha…,https://www.rtp.pt/play/p5740/e403368/a-imagem-de-abril
Magazines & reportage,Madeira Prima,Raw Wood,12+,09 mar. 2017,yes,Uma série documental sobre a arte de trabalhar a madeira…,A documentary series about the art of working with wood…,https://www.rtp.pt/play/p2786/e763417/madeira-prima
Music & concerts,Fernando Pereira & The New Age Band: Momentum - Do Vale até à Lua,Fernando Pereira & The New Age Band: Momentum - From the Valley to the Moon,special,09 set. 2026,yes,"Em palco, Fernando Pereira revisita 40 anos de carreira num espetáculo acompanhado por músicos, cantoras, bailarinas, VJs, a soprano polaca Patrycja","On stage, Fernando Pereira revisits 40 years of his career in a show accompanied by musicians, singers, dancers, VJs, the Polish soprano Patrycja…",https://www.rtp.pt/play/p16806/e952587/fernando-pereira-the-new-age-band-momentum-do-vale-ate-a-lua
Music & concerts,Sons de Vitória - Conquista das Independências,Sounds of Victory - Winning Independence,special,06 set. 2026,no,"Conquista das Independências - Após a independência de Angola, Cabo Verde, Guiné-Bissau, Moçambique e São Tomé e Príncipe, a música assumiu u","Winning Independence - After the independence of Angola, Cape Verde, Guinea-Bissau, Mozambique and São Tomé and Príncipe, music took on a…",https://www.rtp.pt/play/p15794/e952029/sons-de-vitoria
Music & concerts,Caixa Ribeira 2026 - Jorge Fernando e Fábia Rebordão,Caixa Ribeira 2026 - Jorge Fernando and Fábia Rebordão,special,03 set. 2026,yes,"Concerto de Jorge Fernando e Fábia Rebordão no Festival Caixa Ribeira, no Porto.",A concert by Jorge Fernando and Fábia Rebordão at the Caixa Ribeira Festival in Porto.,https://www.rtp.pt/play/p17101/e951534/caixa-ribeira-2026-jorge-fernando-e-fabia-rebordao
Music & concerts,Caixa Ribeira - Em Casa d´ Amália ao Vivo,Caixa Ribeira - At Amália's House Live,special,25 jul. 2026,yes,"José Gonçalez conduziu o ?Em Casa d?Amália? ao vivo, que contou com Paulo de Carvalho, Lenita Gentil, Anabela, Teresinha Landeiro, Rui Vaz e José ","José Gonçalez hosted 'Em Casa d'Amália' live, featuring Paulo de Carvalho, Lenita Gentil, Anabela, Teresinha Landeiro, Rui Vaz and José …",https://www.rtp.pt/play/p17002/e944988/caixa-ribeira-em-casa-d-amalia-ao-vivo
Music & concerts,D.A.M.A ao Vivo na Meo Arena,D.A.M.A Live at the MEO Arena,special,10 jul. 2026,yes,"Concerto dos D.A.M.A gravado na MEO Arena, a 14 de fevereiro de 2025.Um verdadeiro fenómeno da sua geração, os D.A.M.A destacam-se pelas suas canç","A concert by D.A.M.A recorded at the MEO Arena on 14 February 2025. A true phenomenon of their generation, D.A.M.A stand out for their song…",https://www.rtp.pt/play/p15078/e941718/dama-ao-vivo-na-meo-arena
Music & concerts,Em Casa d´ Amália  ao Vivo em Estremoz,At Amália's House Live in Estremoz,1,04 jul. 2026,yes,"O 'Em Casa d´Amália' reúne em Estremoz para uma tertúlia ao vivo. O anfitrião José Gonçalez, convidou Fernando Pereira, Gonçalo Salgueiro, Ana","'Em Casa d'Amália' gathers in Estremoz for a live get-together. The host, José Gonçalez, invited Fernando Pereira, Gonçalo Salgueiro, Ana…",https://www.rtp.pt/play/p16889/e940567/em-casa-d-amalia-ao-vivo-em-estremoz
Music & concerts,Seara - A Música Portuguesa em Evolução,Seara - Portuguese Music in Evolution,special,04 jun. 2026,yes,"Concerto ao abrigo do programa Clube Raiz da Braga 25 - Capital Portuguesa da Cultura, onde se juntaram em palco Amélia Muge, Daniel Pereira Cristo, ","A concert under the Clube Raiz programme of Braga 25 - Portuguese Capital of Culture, bringing together on stage Amélia Muge, Daniel Pereira Cristo, …",https://www.rtp.pt/play/p16115/e933934/seara-a-musica-portuguesa-em-evolucao
Music & concerts,Capitão Fausto - Um Ensaio para o Futuro,Capitão Fausto - A Rehearsal for the Future,special,16 jan. 2026,yes,"A banda lisboeta Capitão Fausto tem concerto marcado para a maior sala de espetáculos do país, com apoio da Antena 3. Depois de uma série de datas","The Lisbon band Capitão Fausto has a concert booked at the biggest venue in the country, with the support of Antena 3. After a series of dates…",https://www.rtp.pt/play/p16241/e902808/capitao-fausto-um-ensaio-para-o-futuro
Music & concerts,La Meccanica del Colore - Documentário,La Meccanica del Colore - Documentary,special,10 jan. 2026,yes,"Documentário com realização de Tiago Pereira sobre 'La Meccanica del Colore', ópera de câmara de Nuno Costa com libreto de Madalena dos Santos.","A documentary directed by Tiago Pereira about 'La Meccanica del Colore', a chamber opera by Nuno Costa with a libretto by Madalena dos Santos.",https://www.rtp.pt/play/p15322/e901487/la-meccanica-del-colore-documentario
Music & concerts,A Bela Adormecida - O Musical,Sleeping Beauty - The Musical,special,25 dez. 2025,yes,"Uma história de amor e coragem, uma lição que nos faz abrir as portas mágicas da fantasia numa mensagem de humanidade e dos eternos valores da vid","A story of love and courage, a lesson that opens the magical doors of fantasy with a message of humanity and the eternal values of li…",https://www.rtp.pt/play/p15986/e898364/a-bela-adormecida-o-musical
Music & concerts,Caixa Alfama - Em Casa d´Amália ao Vivo,Caixa Alfama - At Amália's House Live,special,07 nov. 2025,yes,"O Festival Caixa Alfama prestou homenagem a Maria da Fé, num especial 'Em Casa D´Amália ao Vivo', que contou com a presença da própria fadista e ","The Caixa Alfama Festival paid tribute to Maria da Fé in a special 'Em Casa d'Amália ao Vivo', attended by the fado singer herself and …",https://www.rtp.pt/play/p15628/e887999/caixa-alfama-em-casa-damalia-ao-vivo
Music & concerts,Festival F - Concerto Tiago Nacarato & Orquestra Bamba Social,Festival F - Tiago Nacarato & Orquestra Bamba Social in Concert,special,13 out. 2025,yes,"O Último Grande Festival de Verão aconteceu nos dias 4, 5, 6 e 7 de setembro de 2025 no centro histórico de Faro.Tiago Nacarato & Orquestra Bamba S","The Last Great Summer Festival took place on 4, 5, 6 and 7 September 2025 in the historic centre of Faro. Tiago Nacarato & Orquestra Bamba S…",https://www.rtp.pt/play/p15719/e881704/festival-f-concerto-tiago-nacarato-orquestra-bamba-social
Music & concerts,Pedro Abrunhosa - Viagens 3.0,Pedro Abrunhosa - Journeys 3.0,special,25 set. 2025,yes,"Pedro Abrunhosa apresentou 'Viagens 3.0' na Super Bock Arena, no Porto, celebrando os 30 anos da edição do seu primeiro disco. Da face misteriosa at","Pedro Abrunhosa presented 'Viagens 3.0' at the Super Bock Arena in Porto, celebrating 30 years since the release of his first album. From the mysterious face…",https://www.rtp.pt/play/p14230/e877702/pedro-abrunhosa-viagens-30
Music & concerts,Nininho Vaz Maia - Meo Arena 2025,Nininho Vaz Maia - MEO Arena 2025,special,18 set. 2025,yes,"Estreia de Nininho Vaz Maia na maior sala do país. O artista fenómeno que em pouco mais de três anos de carreira esgotou os Coliseus, o Campo Peque","Nininho Vaz Maia's debut at the country's biggest venue. The phenomenal artist who, in just over three years of his career, sold out the Coliseums, Campo Peque…",https://www.rtp.pt/play/p15574/e876479/nininho-vaz-maia-meo-arena-2025
Music & concerts,Laura - O Musical,Laura - The Musical,special,19 jul. 2025,yes,Laura Alves foi a maior comediante do século XX. A sua lenda permanece viva na memória dos portugueses atravessando várias gerações. 'Laura - O M,Laura Alves was the greatest comic actress of the 20th century. Her legend lives on in the memory of the Portuguese across several generations. 'Laura - The M…,https://www.rtp.pt/play/p15241/e865426/laura-o-musical
Music & concerts,David Fonseca - Still 25,David Fonseca - Still 25,special,13 jun. 2025,yes,David Fonseca regressou ao Coliseu dos Recreios para uma viagem pela sua carreira de 25 anos de forma original e surpreendente: um espectáculo que cr,David Fonseca returned to the Coliseu dos Recreios for a journey through his 25-year career in an original and surprising way: a show that cr…,https://www.rtp.pt/play/p14194/e857096/david-fonseca-still-25
Music & concerts,José Afonso e as Gerações de Abril,José Afonso and the Generations of April,special,10 abr. 2025,yes,"Celebrámos em 2024 um encontro memorável, que foi o da entrega dos prémios da Casa da Imprensa, a 29 de Março de 1974. Com a presença de muitos m",In 2024 we celebrated a memorable gathering: the Casa da Imprensa awards ceremony of 29 March 1974. With many m…,https://www.rtp.pt/play/p13244/e842452/jose-afonso-e-as-geracoes-de-abril
Music & concerts,Alentejo World Heritage Festival,Alentejo World Heritage Festival,special,24 out. 2024,yes,"A segunda edição do Alentejo World Heritage Festival, que aconteceu em junho, na vila de Cabrela, celebrou o encontro de culturas entre Portugal e C","The second edition of the Alentejo World Heritage Festival, which took place in June in the village of Cabrela, celebrated the meeting of cultures between Portugal and C…",https://www.rtp.pt/play/p14000/e803982/alentejo-world-heritage-festival
Music & concerts,Em Casa d´ Amália ao Vivo,At Amália's House Live,1,21 set. 2024,yes,"Ao longo dos últimos meses a Casa d´Amália percorreu as mais bonitas praças do país. Pode agora revisitar Estremoz, Viseu, Montemor o Novo, Santa","Over the last few months, Casa d'Amália has toured the most beautiful squares in the country. You can now revisit Estremoz, Viseu, Montemor-o-Novo, Santa…",https://www.rtp.pt/play/p13861/e796073/em-casa-d-amalia-ao-vivo
Music & concerts,Zé Amaro - Tour Cowboy Português,Zé Amaro - Portuguese Cowboy Tour,special,21 jul. 2024,yes,"Concerto de Zé Amaro, o 'cowboy português', gravado no Coliseu de Lisboa e inserido na 'Tour Cowboy Português', com os temas que se tornaram verdad","A concert by Zé Amaro, the 'Portuguese cowboy', recorded at the Coliseu de Lisboa as part of the 'Portuguese Cowboy Tour', with the songs that have become true…",https://www.rtp.pt/play/p13654/e784691/ze-amaro-tour-cowboy-portugues
Music & concerts,Axel - O Meu Natal Live in São Paulo,Axel - My Christmas Live in São Paulo,special,30 dez. 2023,yes,"O cantor e apresentador Axel celebra o Natal com um concerto especial que reúne os cancioneiros português, brasileiro e internacional - tradicionais","Singer and presenter Axel celebrates Christmas with a special concert that brings together Portuguese, Brazilian and international songbooks - traditional…",https://www.rtp.pt/play/p12611/e738196/axel-o-meu-natal-live-in-sao-paulo
Music & concerts,"A Música para Mudar o Mundo: Luz, Paz, Fé, Amor","Music to Change the World: Light, Peace, Faith, Love",special,30 ago. 2023,yes,"É de Luís Pedro Fonseca a eterna canção 'Sempre que o Amor me Quiser', interpretada por Lena D´Água, com versões de bandas atuais. Fez parte da","Luís Pedro Fonseca wrote the timeless song 'Sempre que o Amor me Quiser', performed by Lena D'Água, with versions by current bands. It was part of the…",https://www.rtp.pt/play/p12162/e712681/a-musica-para-mudar-o-mundo-luz-paz-fe-amor
Music & concerts,A Pequena Sereia: O Musical,The Little Mermaid: The Musical,special,09 abr. 2023,no,'A Pequena Sereia' é a maravilhosa história da filha mais nova do Rei dos Mares que ansiava completar quinze anos para poder subir à superfície da,"'The Little Mermaid' is the wonderful story of the youngest daughter of the Sea King, who longed to turn fifteen so she could rise to the surface of the…",https://www.rtp.pt/play/p11606/e684066/a-pequena-sereia-o-musical
Music & concerts,O Pimba é Nosso,Pimba Is Ours,special,13 nov. 2021,yes,"Desde o início da década de 2010, a música pimba é influenciada por géneros dançáveis, como o funaná (normalmente apelidado 'kuduro').Muitos m","Since the early 2010s, pimba music has been influenced by dance genres such as funaná (usually called 'kuduro'). Many m…",https://www.rtp.pt/play/p9117/e582508/o-pimba-e-nosso
Music & concerts,"Histórias do Fado - Nova Vaga: Gaspar Varela, João Filipe e Teresinha Landeiro","Stories of Fado - New Wave: Gaspar Varela, João Filipe and Teresinha Landeiro",special,22 jan. 2021,no,"Nova Vaga: Gaspar Varela, João Filipe e Teresinha Landeiro - Chegou a altura de apresentar os mais novos: Teresinha Landeiro (fadista), João Filipe ","New Wave: Gaspar Varela, João Filipe and Teresinha Landeiro - It's time to introduce the youngest: Teresinha Landeiro (fado singer), João Filipe …",https://www.rtp.pt/play/p8070/e519562/historias-do-fado
Music & concerts,A Guitarra de Coimbra,The Coimbra Guitar,special,23 ago. 2020,yes,"Uma reflexão pessoal sem restrições, onde a representação das mulheres, os mais importantes construtores, a boémia, a história coimbrã e a div","An unrestricted personal reflection, in which the representation of women, the most important guitar makers, the bohemian life, Coimbra's history and the div…",https://www.rtp.pt/play/p6333/e489668/a-guitarra-de-coimbra
Music & concerts,Romani,Romani,special,20 ago. 2020,yes,"Um povo com raça defende a sua identidade cultural - e a da população cigana é inabalável, envolve relações viscerais. Esta fibra toma o palco ","A people with spirit defends its cultural identity - and that of the Roma population is unshakeable, built on visceral bonds. This fibre takes the stage …",https://www.rtp.pt/play/p3011/e489198/romani
Music & concerts,Kota Bonga,Kota Bonga,special,11 mai. 2019,yes,"Educado num tempo em que o respeito pelos mais velhos era fundamental, aprendeu com esses kotas a ser o Kota que é. Bonga nunca se inibiu de dizer o ","Brought up in a time when respect for elders was essential, he learned from those kotas to be the Kota he is. Bonga has never held back from saying …",https://www.rtp.pt/play/p5767/e406308/kota-bonga
Music & concerts,A Arte Elétrica em Portugal - A Idade Adulta,Electric Art in Portugal - Adulthood,special,02 dez. 2015,yes,A Idade Adulta - Os anos 90 são o culminar de um processo que teve início nos anos 60. Estes anos são marcados pelo encerramento do Rock Rendez-Vou,Adulthood - The 90s are the culmination of a process that began in the 60s. These years are marked by the closure of Rock Rendez-Vou…,https://www.rtp.pt/play/p2094/e216094/a-arte-eletrica-em-portugal
Nature & science,E a Bosta Aqui Tão Perto,And the Dung So Close By,1,09 set. 2026,no,"Ignorada, evitada ou desvalorizada nas nossas sociedades modernas, a bosta merece ser redescoberta. Fonte de inspiração, de jogos ou de criação ar","Ignored, avoided or undervalued in our modern societies, dung deserves to be rediscovered. A source of inspiration, of games or of artistic creat…",https://www.rtp.pt/play/p16314/e952557/e-a-bosta-aqui-tao-perto
Nature & science,Terra de Lendas,Land of Legends,4,08 set. 2026,no,"Sob o Reinado do Ar - Elemento invisível e intangível, o ar cria eventos espetaculares, como os poderosos tornados nos Estados Unidos, as violentas ","Under the Reign of Air - An invisible and intangible element, air creates spectacular events, such as the powerful tornadoes in the United States, the violent …",https://www.rtp.pt/play/p15784/e952358/terra-de-lendas
Nature & science,Os Estreitos do Mundo,Straits of the World,2,06 set. 2026,no,"Magalhães - Um Oásis numa Terra Extrema - Criado pelo recuo dos glaciares, o Estreito de Magalhães liga o Pacífico ao Atlântico e separa a Terra ","Magellan - An Oasis in an Extreme Land - Created by retreating glaciers, the Strait of Magellan connects the Pacific to the Atlantic and separates Tierra …",https://www.rtp.pt/play/p17069/e952030/os-estreitos-do-mundo
Nature & science,Atenção - Frágil: As Lagoas de Brenne,Handle with Care: The Ponds of Brenne,1,05 set. 2026,no,"Brenne, a terra dos mil lagos, situada no coração de França, entre Berry, Touraine e Poitou, alberga uma das mais vastas zonas húmidas continentai","Brenne, the land of a thousand lakes, located in the heart of France, between Berry, Touraine and Poitou, is home to one of the largest inland wetlands…",https://www.rtp.pt/play/p16555/e951922/atencao-fragil-as-lagoas-de-brenne
Nature & science,Construir Coisas,Building Things,1,04 set. 2026,no,"Atingir! - Desde que a nossa espécie evoluiu pela primeira vez, estamos em movimento. Não nos contentando em ficar num só lugar, imaginámos, inven","Reach! - Ever since our species first evolved, we have been on the move. Not content to stay in one place, we imagined, inven…",https://www.rtp.pt/play/p15767/e951696/construir-coisas
Nature & science,A Floresta,The Forest,1,29 ago. 2026,no,"Quando o conceituado ecologista Tom Crowther estimou que o nosso planeta tem espaço para mais um trilião de árvores, que poderiam absorver carbono ","When the renowned ecologist Tom Crowther estimated that our planet has room for another trillion trees, which could absorb carbon …",https://www.rtp.pt/play/p17068/e950674/a-floresta
Nature & science,Glaciares - Uma Corrida Contra o Tempo,Glaciers - A Race Against Time,1,26 ago. 2026,no,"Colapso dos glaciares, inundações por transbordamento dos lagos glaciares, subida do nível do mar, desestabilização das correntes oceânicas... ","Collapsing glaciers, glacial lake outburst floods, rising sea levels, destabilised ocean currents… …",https://www.rtp.pt/play/p16645/e950116/glaciares-uma-corrida-contra-o-tempo
Nature & science,Salvar o Vison Europeu,Saving the European Mink,1,04 ago. 2026,no,Desde novembro de 2011 que o vison europeu está classificado pela União Internacional para a Conservação da Natureza (UICN) como criticamente em p,"Since November 2011, the European mink has been classified by the International Union for Conservation of Nature (IUCN) as critically en…",https://www.rtp.pt/play/p16612/e946643/salvar-o-vison-europeu
Nature & science,Guerra dos Tronos dos Leopardos,Leopard Game of Thrones,3,26 jul. 2026,no,"No anterior episódio,Thandi, a nova rainha de Djuma, teve de criar Tlalamba, a princesa irrequieta. Entretanto, Hosana, o jovem príncipe, está a ap","In the previous episode, Thandi, the new queen of Djuma, had to raise Tlalamba, the restless princess. Meanwhile, Hosana, the young prince, is lear…",https://www.rtp.pt/play/p14837/e944975/guerra-dos-tronos-dos-leopardos
Nature & science,O Regresso da Natureza,The Return of Nature,1,26 jul. 2026,no,"O mundo natural parece ser regido por uma mudança constante, com a vida repleta de reviravoltas inesperadas. Quer seja influenciada pelos seres human","The natural world seems to be ruled by constant change, with life full of unexpected twists. Whether influenced by human…",https://www.rtp.pt/play/p16940/e943182/o-regresso-da-natureza
Nature & science,Destino Animal,Animal Destiny,6,25 jul. 2026,no,Os Três Pequenos Javalis Africanos - Três pequenos javalis saem da sua toca pela primeira vez. Têm apenas alguns dias de vida.Ao longo das estaçõ,The Three Little Warthogs - Three little warthogs leave their burrow for the first time. They are only a few days old. Over the seasons…,https://www.rtp.pt/play/p9353/e944805/animal-destinies
Nature & science,Armadilhas e Emboscadas,Traps and Ambushes,2,25 jul. 2026,no,Emboscadas - Passar despercebido é a principal tática de sobrevivência. Caçadores e presas recorrem frequentemente a esta máxima para sobreviver ,Ambushes - Going unnoticed is the main survival tactic. Hunters and prey frequently turn to this maxim to survive…,https://www.rtp.pt/play/p16943/e944809/armadilhas-e-emboscadas
Nature & science,George nas Copas das Árvores,George in the Treetops,1,25 jul. 2026,no,"George é um jovem macaco-esquilo da América do Sul. A sua aventura começa quando uma harpia mata a sua mãe. De repente, o pequeno vê-se obrigado ","George is a young squirrel monkey from South America. His adventure begins when a harpy eagle kills his mother. Suddenly, the little one finds himself forced…",https://www.rtp.pt/play/p16960/e944852/george-nas-copas-das-arvores
Nature & science,Namíbia - Viver em Pleno Deserto,Namibia - Living in the Heart of the Desert,1,19 jul. 2026,no,"O deserto da Namíbia é uma região de desafios extremos, mas muitos procuram ali a fortuna. Immanuel Frederick é especialista em casos complexos en","The Namib desert is a region of extreme challenges, but many seek their fortune there. Immanuel Frederick is a specialist in complex cases…",https://www.rtp.pt/play/p16324/e937540/namibia-viver-em-pleno-deserto
Nature & science,O Caso do Castor,The Case of the Beaver,1,15 jul. 2026,no,"O castor-europeu é um habitante bem estabelecido nos cursos de água franceses. No entanto, esteve à beira da extinção e deve a sua sobrevivência","The European beaver is a well-established inhabitant of French waterways. However, it was on the brink of extinction and owes its survival…",https://www.rtp.pt/play/p16563/e942709/o-caso-do-castor
Nature & science,Os Segredos Selvagens da China,The Wild Secrets of China,6,15 jul. 2026,no,"As Montanhas Míticas - O sudeste da China alberga uma das florestas subtropicais mais antigas e intocadas do mundo: as montanhas Wuyi, Património Mu","The Mythical Mountains - Southeast China is home to one of the oldest and most untouched subtropical forests in the world: the Wuyi Mountains, a World Heritage…",https://www.rtp.pt/play/p16840/e942725/os-segredos-selvagens-da-china
Nature & science,Sensualidade Bestial: Necessidade de Procriar,Bestial Sensuality: The Need to Breed,1,14 jul. 2026,no,"Motivadas por uma libertação de hormonas, todas as criaturas do planeta, grandes ou pequenas, farão tudo o que for preciso para encontrar e garanti","Driven by a release of hormones, every creature on the planet, great or small, will do whatever it takes to find and secure…",https://www.rtp.pt/play/p15578/e942478/sensualidade-bestial-necessidade-de-procriar
Nature & science,Biosfera,Biosphere,12+,11 jul. 2026,yes,Estará o edificado de hoje mais preparado para a ocorrência de um tremor...,Are today's buildings better prepared for the occurrence of an earth...,https://www.rtp.pt/play/p16211/e941970/biosfera
Nature & science,Vale Savé: Um Milagre Selvagem,Savé Valley: A Wild Miracle,1,11 jul. 2026,no,"No Zimbabué, existe um vasto vale que, após gerações de agricultura e pecuária, viu o seu ambiente natural restaurado e a vida selvagem regressar","In Zimbabwe, there is a vast valley which, after generations of farming and livestock rearing, has seen its natural environment restored and wildlife return…",https://www.rtp.pt/play/p16524/e941991/vale-save-um-milagre-selvagem
Nature & science,Bandidos Mascarados,Masked Bandits,1,28 jun. 2026,no,"Trapaceiros furtivos na noite, adoráveis patifes que provocam o caos na sombra. Um rápido assalto ao caixote do lixo e quando nós acordamos... já ","Stealthy tricksters in the night, adorable rascals who cause chaos in the shadows. A quick raid on the rubbish bin and by the time we wake up... already…",https://www.rtp.pt/play/p15429/e939165/bandidos-mascarados
Nature & science,Gangues Selvagens,Wild Gangs,1,27 jun. 2026,no,"A vida pode ser difícil, mas torna-se muito mais fácil quando se tem amigos para nos dar apoio. Embora nós, humanos, tendamos a temer o pior quando","Life can be hard, but it becomes much easier when you have friends to support you. Although we humans tend to fear the worst when…",https://www.rtp.pt/play/p14890/e939124/gangues-selvagens
Nature & science,Onde Está a Água?,Where Is the Water?,2,26 jun. 2026,yes,"2ª Parte - A aldeia de Pisão, em Portalegre, espera por uma barragem há 70 anos. Entre avanços e recuos, as obras avançaram no último ano. Ainda","Part 2 - The village of Pisão, in Portalegre, has been waiting for a dam for 70 years. After advances and setbacks, the works moved forward in the last year. Still…",https://www.rtp.pt/play/p16865/e939505/onde-esta-a-agua
Nature & science,O Bando Selvagem,The Wild Bunch,2,20 jun. 2026,no,"Assassinos Frios e Calculistas - Ladrões, delinquentes, psicopatas, assassinos... É justo dizer que atividades como pilhagem, assassínio e roubo oc","Cold, Calculating Killers - Thieves, delinquents, psychopaths, murderers... It is fair to say that activities such as looting, murder and theft occ…",https://www.rtp.pt/play/p15242/e937437/o-bando-selvagem
Nature & science,O Sopro da Terra,The Breath of the Earth,1,20 jun. 2026,no,"Entre os quatro elementos da natureza, o vento é o mais misterioso, mas também o que mais desperta a imaginação. Graças às mais recentes investi","Of the four elements of nature, wind is the most mysterious, but also the one that most sparks the imagination. Thanks to the latest research…",https://www.rtp.pt/play/p16849/e937370/o-sopro-da-terra
